"1001","1","倦怠感","1","体がだるい・疲れ易い",""
"1002","1","発熱","1","熱がある",""
"1003","1","悪寒・全身の震え","1","ガチガチ震える",""
"1004","1","のぼせ・ほてり","1","顔がほてる・のぼせる",""
"1005","1","発汗・寝汗","1","冷や汗・寝汗",""
"1006","1","リンパ節腫脹","1","しこりがある",""
"1007","1","浮腫","1","むくみがある",""
"1008","1","体重増加","1","原因不明の体重増加","特に思い当たる理由（過食、運動不足）などがないのに体重が慢性的に増えている場合。"
"1009","1","体重減少","1","原因不明の体重減少","特に思い当たる理由（下痢や少食、拒食等）などが無いのに体重が慢性的に減っている場合。"
"1010","1","食欲不振","1","食欲が無い",""
"1011","1","食欲亢進","1","食欲が異常にある",""
"1012","1","肥満","1","肥満",""
"1013","1","脱水症","1","脱水症",""
"1014","1","高血圧","1","血圧が高い",""
"1015","1","ショック","","ショック状態","十分な血流が保てず、全身の臓器に十分な酸素や栄養が届かなくなってしまった危険な状態のこと。"
"1016","1","貧血","1","貧血症状",""
"1017","2","頭痛","1","頭痛",""
"1018","2","めまい","1","めまい・たちくらみ",""
"1019","2","項部硬直","","","頭部の前屈に強い抵抗があるが、左右屈曲では抵抗がない状態。下顎を前胸部につけることが難しい。"
"1020","2","顔面痛","1","顔が痛い","顔の皮膚がピリピリ痛む、画面の一部を押すと痛む、などの痛み。麻痺がある場合は顔面麻痺。"
"1021","2","顔面麻痺","1","顔面麻痺",""
"1022","2","チアノーゼ","1","唇が青い・顔面蒼白",""
"1023","3","咳・痰","1","咳が出る",""
"1024","3","呼吸困難","1","息苦しい",""
"1025","3","吐血・喀血","1","痰に血が混じる・吐血",""
"1026","3","しゃっくり","1","しゃっくりが止まらない",""
"1027","3","胸痛","1","胸が痛む",""
"1028","3","脈拍異常（動悸・頻脈・徐脈）","1","動悸がする",""
"1029","4","腹痛","1","お腹が痛い",""
"1030","4","下痢","1","下痢",""
"1031","4","便秘","1","便秘",""
"1032","4","腹部膨満","1","お腹が張っている",""
"1033","4","嘔気・嘔吐","1","吐き気がする・吐いた",""
"1034","4","嚥下障害・胸焼け","1","胸焼けがする",""
"1035","4","黄疸","1","黄疸が出ている",""
"1036","4","下血・血便","1","便に血がまじる",""
"1045","4","黒色便","1","便が黒い",""
"1037","5","直腸・肛門痛","1","肛門が痛い",""
"1038","5","血尿","1","血尿がでる",""
"1039","5","蛋白尿・膿尿","","蛋白尿・膿尿",""
"1040","5","無尿・乏尿","1","尿が少ない、出ない",""
"1041","5","多尿","1","尿の量が多い",""
"1042","5","排尿困難","1","尿を出しづらい","尿を出す際にいきんだりしないと尿を出せない状態。尿を出す際に痛い場合は排尿時痛。"
"1043","5","頻尿・残尿感","1","頻尿・残尿感",""
"1044","5","尿失禁","1","尿漏れがある",""
"1167","5","鼠径・大腿部の腫脹","1","",""
"1046","5","陰嚢痛・腫大","1","陰嚢が痛い・腫れている",""
"1047","5","勃起障害","1","勃起障害",""
"1048","5","不妊","1","不妊",""
"1049","5","鼠径部痛","1","鼠径部が痛い",""
"1050","5","陰部痛","1","",""
"1051","5","月経異常","1","月経異常",""
"1052","5","不正出血（泌尿器）","1","不正出血",""
"1054","5","陰部潰瘍","1","",""
"1055","6","肩の痛み","1","肩が痛い",""
"1056","6","肩こり","1","肩こりがする",""
"1057","6","首の痛み","1","首が痛い",""
"1058","6","背部痛","1","背中が痛い",""
"1060","6","腰痛","1","腰が痛い",""
"1061","6","股関節痛","1","",""
"1062","6","手足の痛み","1","",""
"1063","6","手足のしびれ","1","手足がしびれる",""
"1064","6","関節痛・関節炎","1","関節が腫れる・痛い",""
"1065","6","筋肉痛","1","",""
"1066","6","レイノー現象・こわばり","1","手足の指がこわばる・蒼白",""
"1136","6","運動失調","1","",""
"1143","6","骨の変形・異常","1","",""
"1067","7","眼痛","1","",""
"1068","7","赤目","1","",""
"1069","7","眼のかゆみ・違和感","1","",""
"1070","7","流涙","1","",""
"1071","7","眼球突出","1","",""
"1072","7","眼瞼下垂","1","",""
"1073","7","まぶたの腫れ","1","",""
"1074","7","瞳孔不同","1","",""
"1075","7","眼脂","1","",""
"1076","7","視力障害","1","",""
"1077","7","網膜病変","1","",""
"1078","7","羞明","1","",""
"1079","7","ドライアイ","1","",""
"1080","8","耳鳴り","1","",""
"1081","8","難聴","1","",""
"1082","8","耳痛","1","",""
"1137","8","耳漏","1","",""
"1083","8","耳の出血","1","",""
"1084","8","耳閉感","1","",""
"1085","8","耳の違和感","1","",""
"1086","8","鼻閉・鼻汁","1","鼻水が出る",""
"1087","8","鼻出血","1","",""
"1088","8","くしゃみ","1","くしゃみ",""
"1089","8","いびき","1","いびき",""
"1090","8","嗅覚異常","1","",""
"1091","8","咽頭痛","1","",""
"1092","8","喘鳴","1","",""
"1093","8","喉の違和感","1","",""
"1094","8","嗄声","1","",""
"1095","9","口渇","1","口が渇く",""
"1096","9","口臭","1","口臭が気になる",""
"1097","9","口腔病変","1","",""
"1142","9","イチゴ舌","1","舌が白っぽく赤いポツポツがある",""
"1098","9","味覚障害","1","",""
"1099","9","歯痛","1","",""
"1165","9","舌痛","1","",""
"1101","10","皮膚の痒み・かさつき","1","皮膚の痒み",""
"1102","10","発疹・水疱","1","発疹・赤いブツブツ",""
"1138","10","白斑","1","皮膚の一部が白い",""
"1107","10","皮膚の赤みや色素変化","1","皮膚の色がおかしい",""
"1139","10","シミ","1","",""
"1105","10","腫瘤（いぼ・できもの）","1","イボ・できもの",""
"1140","10","爪の異常","1","",""
"1141","10","水虫","1","",""
"1112","10","脱毛","1","",""
"1114","11","失神","1","",""
"1115","11","意識障害","1","",""
"1116","11","昏睡","1","",""
"1117","11","健忘","1","",""
"1118","11","記憶力低下","1","",""
"1119","11","失語・構音障害","1","",""
"1120","11","複視・眼振","1","",""
"1121","11","筋力低下","1","",""
"1122","11","振戦・不随意運動","1","",""
"1123","11","運動機能低下","1","",""
"1124","11","深部腱反射","1","",""
"1125","11","末梢神経障害","1","",""
"1126","11","四肢冷感","1","",""
"1127","11","神経根疼痛・感覚異常","1","",""
"1128","11","痙攣","1","",""
"1129","12","不安","1","",""
"1130","12","抑うつ","1","",""
"1131","12","せん妄・幻覚","1","",""
"1132","12","錯乱","1","",""
"1133","12","異常行動","1","",""
"1134","12","睡眠障害","1","眠りが浅い・眠れない",""
"1135","12","発達異常","1","",""
"1144","12","傾眠","","うとうと",""
"9999","14","その他","","",""
"1146","5","排尿時痛","","",""
"1147","13","高血圧","","",""
"1148","13","糖尿病","","",""
"1149","13","脂質異常","","",""
"1150","13","肝機能異常","","",""
"1151","13","貧血・血液異常","","",""
"1152","13","甲状腺腫大・機能異常","","",""
"1153","13","高尿酸血症","","",""
"1154","13","尿蛋白","","",""
"1155","13","血尿・尿潜血","","",""
"1156","13","腎機能異常","","",""
"1157","13","便潜血","","",""
"1158","13","胸部レントゲン異常","","",""
"1159","13","心電図異常","","",""
"1160","13","骨粗鬆症","","",""
"1161","13","食道・胃の異常・ピロリ菌","","",""
"1162","13","その他検診異常","","",""
"1163","3","息切れ","","",""
"1164","1","冷や汗","","",""
"1166","5","おりものの増加","","おりものの増加",""
"1168","10","しこり","","",""
"1169","8","甲状腺の腫れ","","",""
"1170","10","皮膚の外傷・潰瘍","","",""
